Account_ID,Customer_ID,Account_Type,Account_Balance,Account_Status
1420,4563,Current,1446794,Active
1421,6208,Savings,647118,Active
1422,2795,Business,1466504,active
1423,9396,Salary,339633,Inactive
1424,6989,Business,532227,ACTIVE
1425,2013,Salary,1493350,Inactive
1426,6243,Business,1087514,Inactive
1427,8496,Business,712498,Active
1428,1097,Current,114601,ACTIVE
1429,1167,Current,271081,Active
1430,4310,Current,365015,Active
1431,7885,Salary,-1233,active
1432,2353,Business,1236053,Active
1433,5534,Business,1072669,ACTIVE
1434,8085,Salary,119934,ACTIVE
1435,5849,Business,818601,Active
1436,8537,Current,1436039,ACTIVE
1437,744,Salary,75526,Inactive
1438,9814,Salary,475895,Inactive
1439,2542,Business,847301,Inactive
1440,5801,Current,75647,active
1441,1149,Business,1437398,Inactive
1442,8849,Business,1245356,Inactive
1443,4713,Salary,376924,ACTIVE
1444,776,Salary,374697,ACTIVE
1445,9862,Savings,665582,Inactive
1446,6208,Business,950153,Active
1447,9852,Savings,605304,ACTIVE
1448,7179,Business,296578,active
1449,8799,Savings,93023,ACTIVE
1450,430,Business,198664,active
1451,9197,Salary,6919,Inactive
1452,1613,Salary,267542,Inactive
1453,9813,Savings,744350,active
1454,4312,Savings,684884,active
1455,4466,Savings,-1071,active
1456,9164,Current,1023372,ACTIVE
1457,2289,Savings,662531,Inactive
1458,9751,Savings,924660,ACTIVE
1459,2369,Savings,80347,Active
1460,2093,Current,1288909,active
1461,7754,Current,1251245,Active
1462,8112,Business,915459,active
1463,284,Salary,446828,active
1464,8864,Savings,1305987,Inactive
1465,2135,Savings,605173,active
1466,7175,Salary,670086,ACTIVE
1467,1483,Business,970356,active
1468,6327,Business,1199240,active
1469,2347,Savings,215283,Active
1470,6542,Salary,573514,Inactive
1471,14,Savings,1090961,Inactive
1472,6244,Savings,180042,active
1473,756,Savings,1326761,Active
1474,8361,Salary,754679,ACTIVE
1475,2280,Salary,506221,ACTIVE
1476,1135,Business,92323,active
1477,2662,Salary,59747,active
1478,4825,Salary,651346,Active
1479,240,Salary,484107,Inactive
1480,2288,Current,763256,Active
1481,4366,Business,426410,ACTIVE
1482,2588,Salary,1144525,active
1483,1310,Savings,76048,active
1484,6479,Current,626727,Active
1485,443,Current,668716,Inactive
1486,8917,Business,-4916,Active
1487,908,Current,655456,Inactive
1488,1527,Current,581884,Inactive
1489,9336,Business,1364108,ACTIVE
1490,8267,Salary,1141334,Inactive
1491,2471,Business,89126,ACTIVE
1492,70,Savings,794877,active
1493,4841,Salary,1000951,Active
1494,6415,Salary,1318010,ACTIVE
1495,8324,Current,205778,Active
1496,9314,Salary,284212,ACTIVE
1497,7596,Current,692129,active
1498,9383,Salary,573332,ACTIVE
1499,1129,Business,1266972,ACTIVE
1500,598,Current,1118900,Active
1501,9765,Business,1070129,ACTIVE
1502,5562,Current,148361,Active
1503,8864,Current,750605,active
1504,4731,Current,256572,active
1505,5020,Salary,545899,ACTIVE
1506,6106,Salary,1498901,Inactive
1507,3716,Business,722144,active
1508,3338,Savings,1245527,Inactive
1509,2900,Business,1395326,Inactive
1510,6564,Savings,1400365,Active
1511,2309,Current,928592,Inactive
1512,2464,Savings,385293,Inactive
1513,5475,Savings,1478031,Inactive
1514,3991,Current,846497,Active
1515,2749,Business,72950,ACTIVE
1516,5505,Current,925718,Inactive
1517,7074,Current,847532,active
1518,9904,Savings,826367,Active
1519,8364,Current,1391546,Inactive
1520,5944,Business,1193508,Inactive
1521,3402,Savings,205702,Active
1522,4102,Business,536169,Active
1523,7756,Current,719274,Active
1524,1228,Business,226894,Inactive
1525,2417,Business,1047819,Active
1526,722,Current,563929,Inactive
1527,931,Salary,1029357,active
1528,9271,Business,191394,Inactive
1529,5289,Salary,335809,ACTIVE
1530,2476,Current,1167854,Inactive
1531,9728,Salary,775034,Inactive
1532,8605,Salary,1305618,Inactive
1533,839,Salary,1478400,ACTIVE
1534,3688,Salary,1404198,Active
1535,1027,Business,15169,Inactive
1536,2836,Business,549641,active
1537,6473,Savings,498462,active
1538,6377,Salary,1451744,Active
1539,5796,Current,842280,active
1540,8252,Business,619968,ACTIVE
1541,590,Salary,1353063,Active
1542,3169,Current,512697,Active
1543,2035,Savings,1255230,ACTIVE
1544,5186,Current,234214,ACTIVE
1545,5151,Current,1417375,active
1546,5078,Salary,874718,active
1547,777,Business,231433,ACTIVE
1548,8340,Current,1176856,active
1549,8239,Current,429963,Inactive
1550,9460,Savings,667876,ACTIVE
1551,1502,Business,347778,active
1552,9811,Business,835824,active
1553,6500,Business,614383,Active
1554,1665,Business,18705,Active
1555,6597,Business,1393304,Inactive
1556,6666,Savings,1128519,ACTIVE
1557,6321,Business,223425,Inactive
1558,2023,Business,511280,ACTIVE
1559,8402,Salary,167918,ACTIVE
1560,7210,Savings,270137,active
1561,7292,Savings,120445,Active
1562,9380,Business,224430,Active
1563,8031,Current,1314052,ACTIVE
1564,3054,Salary,1051695,active
1565,35,Salary,398421,ACTIVE
1566,2044,Current,1081827,Active
1567,9469,Business,478343,Inactive
1568,4855,Business,982777,Active
1569,2955,Savings,573266,Inactive
1570,8456,Business,1440015,Active
1571,9321,Savings,913880,Active
1572,3292,Savings,882081,ACTIVE
1573,8599,Salary,13042,Inactive
1574,9422,Current,1175826,Inactive
1575,6780,Current,744290,ACTIVE
1576,2112,Savings,815653,ACTIVE
1577,3017,Salary,742332,active
1578,6958,Current,1360965,Inactive
1579,9064,Savings,1016758,Active
1580,4134,Savings,1160169,ACTIVE
1581,4856,Current,1430595,Inactive
1582,4761,Current,1152340,ACTIVE
1583,4866,Current,1326729,Inactive
1584,473,Salary,42445,Active
1585,7704,Savings,1273874,ACTIVE
1586,4675,Business,396171,active
1587,3833,Current,643922,Active
1588,4331,Salary,595948,ACTIVE
1589,2142,Salary,1225183,active
1590,2909,Current,1383018,ACTIVE
1591,6333,Current,206207,Active
1592,4112,Current,1386978,Active
1593,1399,Current,321600,Active
1594,8556,Salary,1410631,active
1595,8936,Current,1022260,Inactive
1596,3470,Savings,1055675,Active
1597,2458,Savings,1182971,Active
1598,6318,Current,1019212,Inactive
1599,3685,Current,386857,active
1600,2234,Salary,770774,active
1601,470,Savings,144406,Inactive
1602,5500,Savings,761491,Active
1603,8504,Salary,273397,active
1604,8030,Current,1393911,Inactive
1605,6673,Business,571701,active
1606,4324,Salary,1273638,ACTIVE
1607,989,Salary,933453,ACTIVE
1608,1432,Business,206317,Inactive
1609,6697,Savings,1192136,Active
1610,214,Salary,1335839,ACTIVE
1611,5026,Savings,1013127,Active
1612,7484,Savings,28263,active
1613,9505,Salary,848395,Inactive
1614,3221,Salary,197905,ACTIVE
1615,4628,Current,529960,Inactive
1616,3441,Savings,825865,Inactive
1617,5733,Salary,555909,Inactive
1618,2405,Savings,521050,Inactive
1619,8892,Salary,503229,Inactive
1620,7598,Salary,162580,active
1621,5153,Current,1227979,ACTIVE
1622,9759,Current,86089,Inactive
1623,7958,Current,775127,ACTIVE
1624,7018,Salary,1317049,ACTIVE
1625,9502,Current,432731,active
1626,4613,Savings,386903,ACTIVE
1627,681,Savings,438918,ACTIVE
1628,9901,Salary,988342,ACTIVE
1629,4823,Current,486697,active
1630,3901,Business,1419387,Active
1631,4365,Salary,202821,ACTIVE
1632,1788,Business,303608,ACTIVE
1633,718,Salary,1004660,ACTIVE
1634,8913,Business,343605,Active
1635,3858,Savings,610102,Active
1636,8063,Business,490881,active
1637,2188,Current,1478846,Inactive
1638,3753,Business,1294640,ACTIVE
1639,781,Business,619103,Inactive
1640,630,Savings,973630,Active
1641,5730,Current,299045,Inactive
1642,4531,Current,872056,active
1643,5665,Business,962614,Active
1644,7622,Salary,603355,ACTIVE
1645,3922,Current,493227,Inactive
1646,7235,Current,111992,Active
1647,3313,Salary,1194907,Active
1648,2431,Savings,1295738,Inactive
1649,6578,Savings,1284466,Inactive
1650,9822,Savings,1493948,Inactive
1651,1474,Current,1410036,Active
1652,8672,Current,1455141,ACTIVE
1653,2070,Salary,1138852,Active
1654,561,Salary,137389,ACTIVE
1655,2696,Salary,418138,Inactive
1656,7911,Business,1188105,Inactive
1657,7461,Savings,1168178,active
1658,2004,Current,1364389,ACTIVE
1659,3993,Salary,452760,Inactive
1660,1462,Current,1041262,ACTIVE
1661,895,Business,1094249,ACTIVE
1662,9199,Salary,931703,ACTIVE
1663,5279,Salary,800007,ACTIVE
1664,518,Business,1053911,Active
1665,6826,Savings,784892,active
1666,8055,Savings,844346,ACTIVE
1667,5300,Current,701909,ACTIVE
1668,7380,Current,952668,active
1669,1001,Salary,173483,Inactive
1670,3748,Savings,978301,ACTIVE
1671,8832,Current,861469,Inactive
1672,730,Savings,702946,Active
1673,8625,Current,1027060,active
1674,6788,Business,683998,Active
1675,3938,Business,217468,Inactive
1676,2811,Current,454023,active
1677,2938,Business,1196671,Active
1678,4197,Savings,862988,Inactive
1679,6464,Current,316224,Inactive
1680,1122,Business,411819,active
1681,2327,Current,45229,active
1682,3417,Savings,588236,Inactive
1683,5981,Savings,1423133,Inactive
1684,9807,Current,1455936,Active
1685,7523,Current,482102,Active
1686,1063,Savings,210901,Inactive
1687,7471,Current,1281223,ACTIVE
1688,5468,Current,40592,active
1689,4551,Current,215775,active
1690,5444,Salary,108806,active
1691,8711,Savings,807613,Inactive
1692,3425,Salary,1319530,Active
1693,5935,Salary,311121,Active
1694,5423,Salary,531313,active
1695,210,Business,1004108,ACTIVE
1696,9059,Salary,-5207,active
1697,3941,Current,617528,active
1698,7301,Salary,1226246,active
1699,176,Business,255811,ACTIVE
1700,7255,Business,700518,active
1701,4857,Salary,877582,Active
1702,3530,Savings,239389,ACTIVE
1703,8409,Current,55526,ACTIVE
1704,5526,Current,468590,Active
1705,2911,Savings,801564,Inactive
1706,604,Current,767822,ACTIVE
1707,9935,Business,1234063,ACTIVE
1708,820,Business,424990,ACTIVE
1709,7598,Current,1489964,Inactive
1710,1062,Savings,830881,active
1711,3013,Current,295038,Inactive
1712,2956,Salary,493758,Active
1713,185,Business,1435284,Active
1714,3449,Business,1036508,Active
1715,6419,Salary,1146151,ACTIVE
1716,8794,Business,319274,active
1717,1310,Salary,385160,active
1718,1372,Business,302851,ACTIVE
1719,1013,Savings,1047455,active
1720,7,Business,1179973,Inactive
1721,8380,Current,478083,Active
1722,4046,Current,713854,Active
1723,1624,Current,686893,ACTIVE
1724,9332,Current,116557,ACTIVE
1725,8255,Savings,27992,ACTIVE
1726,8633,Business,641156,ACTIVE
1727,1368,Current,852416,Active
1728,587,Business,216372,ACTIVE
1729,379,Savings,56446,Active
1730,9448,Salary,787758,active
1731,2488,Savings,1227786,Inactive
1732,3947,Current,807533,active
1733,737,Savings,169004,Inactive
1734,3348,Current,1318437,ACTIVE
1735,9066,Savings,858026,Active
1736,3239,Current,1157526,Inactive
1737,8150,Salary,618728,Active
1738,8291,Salary,358339,active
1739,8606,Business,1215332,ACTIVE
1740,314,Business,1280472,ACTIVE
1741,6273,Savings,1137042,Inactive
1742,9978,Salary,312824,active
1743,7620,Current,1425501,ACTIVE
1744,1433,Salary,445161,active
1745,9787,Salary,353130,active
1746,338,Salary,381227,Active
1747,4342,Salary,339245,active
1748,7817,Current,944110,active
1749,558,Salary,1221977,active
1750,4300,Salary,1490995,active
1751,7049,Savings,1098956,ACTIVE
1752,1217,Business,1026011,Active
1753,3431,Business,1462351,Inactive
1754,5674,Business,260693,Active
1755,8928,Business,1411558,ACTIVE
1756,2266,Current,277,ACTIVE
1757,4669,Savings,269206,Inactive
1758,8374,Savings,1054382,ACTIVE
1759,5691,Savings,417624,ACTIVE
1760,5070,Salary,342309,Active
1761,208,Salary,800749,Active
1762,1194,Savings,928732,Active
1763,4235,Current,1468542,Inactive
1764,1190,Business,859123,Active
1765,4665,Current,1220398,Inactive
1766,1659,Savings,947507,ACTIVE
1767,7564,Business,865920,Inactive
1768,426,Business,398528,Inactive
1769,9622,Business,1353425,active
1770,5030,Current,1373087,active
1771,5065,Savings,1153282,ACTIVE
1772,4858,Salary,822085,ACTIVE
1773,569,Business,98454,Active
1774,231,Business,1000410,Inactive
1775,995,Business,198320,active
1776,9849,Business,858660,Active
1777,4040,Business,262529,active
1778,5920,Salary,831659,Active
1779,8982,Business,161099,active
1780,2626,Business,1044156,Active
1781,9229,Salary,1138240,Inactive
1782,4439,Current,1359505,Active
1783,1613,Savings,135992,ACTIVE
1784,8531,Current,259158,Active
1785,7203,Business,788482,active
1786,6042,Current,1285434,Inactive
1787,586,Salary,1072327,Active
1788,5606,Business,136110,Active
1789,422,Current,80905,ACTIVE
1790,9506,Savings,1048549,active
1791,1314,Current,1039347,ACTIVE
1792,3843,Business,1242496,Active
1793,7460,Business,233699,Inactive
1794,7940,Business,660848,active
1795,6522,Salary,1055673,Active
1796,1178,Business,615770,Active
1797,9931,Current,893816,active
1798,1667,Savings,1471822,ACTIVE
1799,4529,Current,550226,Inactive
1800,6958,Savings,486521,ACTIVE
1801,8707,Business,934816,ACTIVE
1802,3330,Savings,1349919,Inactive
1803,5462,Salary,1347999,Active
1804,4598,Salary,1374846,active
1805,9181,Salary,147740,active
1806,9610,Salary,406057,ACTIVE
1807,4975,Salary,1075605,ACTIVE
1808,5173,Savings,470247,Active
1809,6572,Savings,637648,Inactive
1810,2015,Business,1076935,Inactive
1811,6819,Savings,682922,active
1812,8643,Savings,148304,Inactive
1813,8726,Current,1261998,ACTIVE
1814,6676,Business,249933,Active
1815,4819,Savings,869363,Active
1816,1544,Business,316314,ACTIVE
1817,9011,Salary,88540,active
1818,1690,Savings,878508,ACTIVE
1819,5683,Current,565423,Active
1820,2294,Current,64259,Active
1821,9665,Salary,1124420,Active
1822,8438,Current,293788,Inactive
1823,9007,Current,1074048,ACTIVE
1824,3115,Salary,1106593,active
1825,8585,Savings,976238,ACTIVE
1826,4259,Current,822129,ACTIVE
1827,4608,Current,444397,ACTIVE
1828,9363,Savings,813722,Inactive
1829,2194,Salary,77440,ACTIVE
1830,7579,Current,979604,Active
1831,7412,Current,84643,active
1832,6951,Salary,649022,Inactive
1833,2617,Current,254473,Inactive
1834,9335,Savings,805512,Inactive
1835,4570,Current,931470,Inactive
1836,4824,Current,402573,Active
1837,588,Current,328288,Active
1838,1190,Savings,1373845,active
1839,8253,Savings,1033052,ACTIVE
1840,9495,Business,517995,Inactive
1841,6916,Current,722756,ACTIVE
1842,37,Savings,1285855,ACTIVE
1843,9350,Current,1298119,active
1844,7919,Salary,284811,Inactive
1845,4831,Salary,1193571,ACTIVE
1846,7316,Current,1201364,active
1847,2960,Salary,359815,ACTIVE
1848,9613,Savings,796812,active
1849,8699,Current,1421398,Active
1850,9807,Current,653511,active
1851,9460,Current,126804,active
1852,973,Business,1178933,Active
1853,8642,Business,119855,Inactive
1854,212,Business,62553,active
1855,2332,Current,985172,active
1856,3602,Current,184797,ACTIVE
1857,6421,Business,894595,active
1858,9257,Salary,66929,active
1859,1447,Savings,621400,ACTIVE
1860,3017,Salary,1311553,Inactive
1861,1533,Business,1313057,Active
1862,2954,Savings,719019,Active
1863,1834,Business,563909,active
1864,6597,Savings,547864,Inactive
1865,7483,Savings,307924,Active
1866,5750,Savings,1214537,ACTIVE
1867,2408,Business,550625,active
1868,3306,Business,373307,active
1869,5163,Savings,773301,Inactive
1870,8066,Current,174464,active
1871,1357,Current,-9795,Inactive
1872,7660,Current,306297,Active
1873,2254,Current,913737,Active
1874,9128,Salary,802914,Inactive
1875,1123,Salary,1414013,Active
1876,6518,Current,1481363,Active
1877,7559,Business,525738,Active
1878,1510,Current,1324535,Inactive
1879,8903,Savings,396614,ACTIVE
1880,994,Savings,418340,ACTIVE
1881,55,Business,1461178,Active
1882,9833,Savings,372596,ACTIVE
1883,6730,Current,1169096,Active
1884,3176,Current,1495105,active
1885,1757,Business,1030687,ACTIVE
1886,6160,Business,790502,active
1887,5529,Business,698345,Active
1888,6173,Salary,923618,ACTIVE
1889,8968,Savings,522759,ACTIVE
1890,6100,Savings,747960,active
1891,8548,Salary,319674,Active
1892,564,Savings,1351613,ACTIVE
1893,2395,Business,92697,Inactive
1894,2893,Savings,183672,Active
1895,1527,Current,438708,Inactive
1896,4121,Salary,696425,ACTIVE
1897,4188,Salary,1493114,ACTIVE
1898,6009,Savings,1287115,Inactive
1899,9754,Salary,1349496,ACTIVE
1900,3020,Savings,194620,ACTIVE
1901,4698,Savings,1110316,Active
1902,5807,Current,162882,Active
1903,2945,Current,1481015,Active
1904,6540,Savings,726054,active
1905,3992,Salary,23219,Active
1906,8734,Salary,583688,ACTIVE
1907,7670,Current,507758,ACTIVE
1908,1154,Savings,1389607,active
1909,9939,Savings,174602,ACTIVE
1910,1173,Current,979159,active
1911,9492,Savings,540038,Active
1912,3733,Current,264802,Inactive
1913,7720,Savings,262376,Inactive
1914,3268,Salary,518441,Inactive
1915,4505,Current,287507,Inactive
1916,5756,Savings,284140,Inactive
1917,71,Savings,37519,active
1918,1223,Current,1376734,ACTIVE
1919,4641,Business,12911,active
1920,4915,Business,445062,ACTIVE
1921,602,Savings,1024350,Active
1922,1489,Savings,687775,active
1923,4981,Savings,522375,Active
1924,1812,Business,597956,ACTIVE
1925,5831,Current,1028620,ACTIVE
1926,5688,Business,1450524,ACTIVE
1927,9965,Salary,59484,ACTIVE
1928,1,Business,660298,Inactive
1929,4645,Business,1033964,ACTIVE
1930,5906,Savings,762641,ACTIVE
1931,5362,Current,640739,Active
1932,2182,Current,1341182,Active
1933,4965,Business,351029,Inactive
1934,5192,Savings,1314760,Inactive
1935,4617,Current,767041,Inactive
1936,9101,Savings,1162550,Inactive
1937,1923,Business,217321,Inactive
1938,1987,Current,533073,Active
1939,7815,Salary,88944,Active
1940,4043,Business,527208,active
1941,6940,Business,946597,Inactive
1942,501,Salary,726380,ACTIVE
1943,9524,Business,268637,Inactive
1944,9819,Salary,190065,active
1945,1228,Salary,225683,active
1946,2056,Business,753419,ACTIVE
1947,2156,Salary,1078726,Active
1948,2571,Salary,936579,active
1949,9589,Business,1013019,ACTIVE
1950,4482,Business,1348879,ACTIVE
1951,7477,Salary,836072,active
1952,2970,Savings,559886,active
1953,7886,Business,1166081,Active
1954,5111,Business,69516,ACTIVE
1955,5724,Savings,1085393,ACTIVE
1956,3590,Business,1071138,Active
1957,5132,Savings,1434252,active
1958,1274,Current,1347402,ACTIVE
1959,7545,Business,310478,Active
1960,3711,Business,341056,ACTIVE
1961,8229,Current,1112835,ACTIVE
1962,2941,Business,606094,active
1963,421,Salary,1445134,ACTIVE
1964,3080,Salary,248745,active
1965,4840,Current,365782,ACTIVE
1966,2420,Salary,503876,ACTIVE
1967,2281,Current,952950,ACTIVE
1968,2335,Salary,1056486,Active
1969,8930,Business,1415163,active
1970,1419,Salary,556230,Active
1971,4548,Business,1009434,Inactive
1972,6801,Salary,721644,ACTIVE
1973,2042,Current,798298,Inactive
1974,9978,Salary,171031,active
1975,9255,Business,580533,Active
1976,3569,Current,721039,Active
1977,372,Salary,1410990,active
1978,9195,Savings,91390,active
1979,7578,Savings,817737,Active
1980,5376,Current,1257155,Inactive
1981,2524,Savings,1247192,active
1982,6355,Savings,455388,ACTIVE
1983,4501,Salary,1349726,Inactive
1984,5651,Salary,445321,Active
1985,1419,Business,351373,active
1986,3202,Salary,152717,active
1987,6169,Current,110908,Inactive
1988,8819,Business,1294808,active
1989,1822,Business,1334957,ACTIVE
1990,4308,Salary,1294746,Active
1991,2962,Business,1084378,Inactive
1992,1647,Business,277720,Inactive
1993,7516,Salary,600576,ACTIVE
1994,2636,Current,908552,active
1995,2344,Salary,1338340,Inactive
1996,8185,Savings,1267173,Active
1997,5510,Business,1409737,active
1998,9202,Salary,1422888,Inactive
1999,5009,Current,26308,Inactive
2000,3219,Current,765522,Active
2001,5999,Business,1366069,Inactive
2002,5724,Savings,257984,active
2003,3741,Salary,1188595,ACTIVE
2004,4977,Savings,745769,Inactive
2005,6070,Salary,54841,ACTIVE
2006,4039,Current,938496,Active
2007,6099,Current,1418709,ACTIVE
2008,3835,Business,893313,Inactive
2009,9992,Savings,994980,Active
2010,7688,Current,1538,active
2011,2885,Business,1322053,ACTIVE
2012,1323,Current,900140,Inactive
2013,2610,Salary,257832,active
2014,725,Savings,1336894,ACTIVE
2015,2412,Savings,1262107,active
2016,9508,Salary,233858,Inactive
2017,9605,Salary,357512,Inactive
2018,4849,Savings,510740,ACTIVE
2019,9747,Business,1397996,ACTIVE
2020,426,Business,1165441,Inactive
2021,7098,Current,1125673,active
2022,7950,Business,1441275,ACTIVE
2023,8496,Savings,120969,Inactive
2024,6984,Business,766601,Active
2025,8296,Salary,1106590,active
2026,7499,Savings,57497,Active
2027,8556,Current,1413323,Active
2028,7534,Savings,749384,active
2029,4663,Savings,273432,Active
2030,2848,Business,1017045,Active
2031,5868,Business,755389,Active
2032,2724,Business,1421392,Inactive
2033,9301,Current,715886,Active
2034,5339,Current,631482,Active
2035,1898,Current,691218,active
2036,4821,Current,708101,active
2037,715,Salary,222487,Active
2038,2873,Savings,648385,Active
2039,5932,Business,1207700,Active
2040,1203,Savings,478363,Inactive
2041,6085,Savings,1294822,Active
2042,92,Savings,497676,active
2043,1524,Business,524388,active
2044,5770,Savings,7812,Active
2045,3980,Salary,764183,Active
2046,8361,Business,1326349,active
2047,6245,Salary,469528,Active
2048,9512,Business,489426,Active
2049,7153,Savings,111563,Inactive
2050,2241,Savings,179699,Active
2051,9062,Savings,1040523,Inactive
2052,7107,Salary,138061,ACTIVE
2053,975,Savings,228904,Inactive
2054,6372,Current,549992,Active
2055,4457,Salary,776418,Active
2056,2229,Current,470783,active
2057,2559,Business,437327,Active
2058,1321,Current,510502,Active
2059,9772,Current,750739,Active
2060,7205,Salary,9090,Inactive
2061,9977,Business,908233,Inactive
2062,7251,Current,655546,ACTIVE
2063,1916,Savings,687309,Inactive
2064,8449,Savings,658571,active
2065,1241,Business,376999,Inactive
2066,2570,Current,760510,Active
2067,8942,Salary,987231,Inactive
2068,3323,Business,956666,Active
2069,4753,Business,816239,active
2070,6464,Business,475676,ACTIVE
2071,8926,Business,398542,ACTIVE
2072,6555,Savings,1309502,ACTIVE
2073,7698,Salary,1359552,ACTIVE
2074,4324,Savings,953578,Active
2075,1260,Business,49232,Active
2076,2414,Salary,1461339,Inactive
2077,2906,Savings,1258227,Active
2078,2555,Current,994224,ACTIVE
2079,7444,Current,498517,Active
2080,3705,Business,250791,active
2081,3403,Current,732282,active
2082,4283,Salary,953156,active
2083,5657,Business,356232,ACTIVE
2084,7036,Current,594721,Inactive
2085,1529,Salary,354401,Active
2086,851,Savings,217589,Inactive
2087,4675,Savings,965557,Active
2088,4410,Salary,79813,ACTIVE
2089,3296,Current,221182,active
2090,4527,Salary,122725,ACTIVE
2091,9572,Salary,303739,active
2092,1416,Salary,354830,Inactive
2093,2270,Savings,234706,Inactive
2094,7271,Savings,975633,ACTIVE
2095,2808,Savings,1476879,ACTIVE
2096,9992,Current,1100567,Active
2097,3609,Business,485553,Inactive
2098,7834,Savings,13930,active
2099,7606,Savings,366678,Inactive
2100,2814,Salary,349405,Active
2101,6871,Current,502297,ACTIVE
2102,7337,Salary,229507,active
2103,5712,Salary,81405,Active
2104,2120,Salary,1352619,ACTIVE
2105,5086,Salary,1339086,active
2106,8648,Savings,880080,Active
2107,5589,Current,462665,ACTIVE
2108,6741,Savings,509681,Inactive
2109,2885,Business,508558,ACTIVE
2110,939,Salary,1009318,ACTIVE
2111,9877,Savings,11124,Active
2112,5741,Current,787770,Active
2113,3410,Business,597154,Active
2114,2086,Savings,1047510,ACTIVE
2115,2367,Savings,873291,ACTIVE
2116,6784,Business,431743,Inactive
2117,140,Current,1007203,Active
2118,7416,Business,1361047,Inactive
2119,7062,Business,1419849,active
2120,5891,Salary,687687,Inactive
2121,427,Salary,942515,Active
2122,2903,Business,679782,active
2123,2018,Salary,305216,ACTIVE
2124,1219,Current,1312920,ACTIVE
2125,1913,Savings,811876,active
2126,6789,Business,929379,Active
2127,4637,Salary,1481050,Inactive
2128,9645,Current,990744,ACTIVE
2129,1718,Current,938751,active
2130,2200,Current,894579,Inactive
2131,3175,Business,1388069,Inactive
2132,1429,Salary,30927,ACTIVE
2133,1312,Current,988428,Active
2134,8939,Salary,1258423,Active
2135,6277,Savings,777649,active
2136,7570,Current,356317,active
2137,3107,Current,521095,Active
2138,8038,Salary,379928,active
2139,2915,Salary,475869,Active
2140,754,Salary,288932,ACTIVE
2141,484,Savings,1349485,Inactive
2142,7813,Business,359835,active
2143,388,Salary,925594,ACTIVE
2144,9981,Current,990576,Active
2145,8737,Savings,928869,active
2146,2907,Salary,981871,ACTIVE
2147,2966,Salary,524675,active
2148,2747,Current,1145832,ACTIVE
2149,7179,Current,341310,Active
2150,4677,Salary,155083,Inactive
2151,1162,Savings,1282692,ACTIVE
2152,4227,Salary,238918,Active
2153,9851,Business,144440,active
2154,4462,Savings,8835,Inactive
2155,421,Current,755545,Inactive
2156,4520,Current,391342,active
2157,5875,Savings,917310,Inactive
2158,2210,Savings,772212,active
2159,1186,Current,1159581,active
2160,4931,Business,645155,Active
2161,1820,Savings,1375568,active
2162,7397,Current,600127,Active
2163,931,Salary,768787,ACTIVE
2164,1354,Savings,1032020,ACTIVE
2165,657,Business,363608,active
2166,6430,Savings,975648,Active
2167,1206,Business,714695,ACTIVE
2168,2868,Current,755528,Active
2169,8648,Savings,792202,ACTIVE
2170,5015,Savings,1244724,active
2171,4371,Business,690337,ACTIVE
2172,2491,Business,44128,active
2173,875,Salary,278212,active
2174,4164,Business,591514,ACTIVE
2175,9626,Current,472658,active
2176,3193,Savings,608821,Active
2177,3739,Business,1450232,Active
2178,5044,Salary,795868,Active
2179,7724,Salary,740682,Inactive
2180,6626,Business,768944,ACTIVE
2181,5998,Salary,527742,ACTIVE
2182,6234,Savings,164495,Inactive
2183,6356,Current,936899,ACTIVE
2184,575,Salary,431275,Active
2185,9288,Business,392358,Inactive
2186,2896,Business,1450001,Inactive
2187,1989,Savings,1018079,Active
2188,8482,Current,1363815,ACTIVE
2189,6171,Business,1084716,active
2190,2468,Current,250389,active
2191,1589,Salary,287299,ACTIVE
2192,5874,Savings,44126,active
2193,9671,Salary,694697,Inactive
2194,8997,Current,1207674,active
2195,8804,Business,1039457,ACTIVE
2196,472,Business,564215,ACTIVE
2197,410,Savings,1428497,ACTIVE
2198,9818,Salary,1128458,Inactive
2199,3960,Current,493659,ACTIVE
2200,3575,Business,1288621,active
2201,8353,Business,827191,ACTIVE
2202,7363,Savings,1310998,ACTIVE
2203,2726,Savings,259173,ACTIVE
2204,5854,Salary,1370373,Inactive
2205,4109,Business,1285048,Inactive
2206,3479,Salary,227598,Inactive
2207,1879,Current,1254929,Inactive
2208,6232,Salary,402483,Active
2209,4535,Savings,1230941,Active
2210,421,Salary,198314,active
2211,5772,Savings,643063,ACTIVE
2212,3894,Business,347736,Inactive
2213,7424,Current,1311685,Inactive
2214,500,Business,1370405,ACTIVE
2215,8438,Salary,1354338,ACTIVE
2216,4442,Business,923984,Active
2217,7372,Savings,916580,ACTIVE
2218,7650,Business,359169,Active
2219,8672,Current,768079,ACTIVE
2220,5214,Savings,120441,ACTIVE
2221,9526,Current,258605,Inactive
2222,2568,Salary,134753,Inactive
2223,6049,Current,29986,Active
2224,4215,Savings,104654,ACTIVE
2225,8950,Savings,1307150,Inactive
2226,5854,Current,1272697,Active
2227,7285,Business,814610,Inactive
2228,109,Salary,1006220,active
2229,746,Savings,1245645,Active
2230,9709,Salary,833696,active
2231,8156,Business,113934,ACTIVE
2232,6861,Current,147536,Active
2233,9816,Current,1361767,active
2234,1349,Savings,85984,ACTIVE
2235,7036,Savings,406737,Active
2236,3312,Salary,1082368,ACTIVE
2237,8902,Business,138961,active
2238,7787,Current,1366351,Active
